ID,GeneName,GeneID,UniProtID,STRING_ID
578,C5,727,P01031,9606.ENSP00000223642
579,TNFSF8,944,,9606.ENSP00000223795
580,AK1,203,P00568,9606.ENSP00000223836
581,PLGRKT,55848,,9606.ENSP00000223864
582,EDF1,8721,,9606.ENSP00000224073
583,SETX,23064,,9606.ENSP00000224140
584,BLNK,29760,,9606.ENSP00000224337
585,CYP26A1,1592,O43174,9606.ENSP00000224356
586,ATE1,11101,,9606.ENSP00000224652
587,CDH23,64072,,9606.ENSP00000224721
588,ACTA2,59,,9606.ENSP00000224784
589,STN1,79991,,9606.ENSP00000224950
590,DNAJC12,56521,,9606.ENSP00000225171
591,PPIF,10105,P30405,9606.ENSP00000225174
592,MPO,4353,P05164,9606.ENSP00000225275
593,ST6GALNAC2,10610,,9606.ENSP00000225276
594,DHX33,56919,,9606.ENSP00000225296
595,P2RX5,5026,Q93086,9606.ENSP00000225328
596,EPX,8288,P11678,9606.ENSP00000225371
597,CRYBA1,1411,,9606.ENSP00000225387
598,NUFIP2,57532,,9606.ENSP00000225388
599,RPL19,6143,,9606.ENSP00000225430
600,CSF3,1440,,9606.ENSP00000225474
601,WNT3,7473,,9606.ENSP00000225512
602,TAX1BP3,30851,,9606.ENSP00000225525
603,P2RX1,5023,P51575,9606.ENSP00000225538
604,RPS6KB1,6198,,9606.ENSP00000225577
605,PIGL,9487,,9606.ENSP00000225609
606,GALK1,2584,,9606.ENSP00000225614
607,PFN1,5216,P07737,9606.ENSP00000225655
608,SLC25A11,8402,,9606.ENSP00000225665
609,RASD1,51655,,9606.ENSP00000225688
610,C1QBP,708,,9606.ENSP00000225698
611,CPD,1362,,9606.ENSP00000225719
612,GOSR1,9527,,9606.ENSP00000225724
613,CCDC47,57003,,9606.ENSP00000225726
614,MED31,51003,,9606.ENSP00000225728
615,DRG2,1819,,9606.ENSP00000225729
616,AKAP10,11216,,9606.ENSP00000225737
617,DDX5,1655,P17844,9606.ENSP00000225792
618,ASIC2,40,Q16515,9606.ENSP00000225823
619,CCL2,6347,P13500,9606.ENSP00000225831
620,CCL1,6346,,9606.ENSP00000225842
621,CCL13,6357,,9606.ENSP00000225844
622,KRT32,3882,,9606.ENSP00000225899
623,KAT2A,2648,,9606.ENSP00000225916
624,NAGLU,4669,,9606.ENSP00000225927
625,HSD17B1,3292,P14061,9606.ENSP00000225929
626,ABI3,51225,,9606.ENSP00000225941
627,COL1A1,1277,,9606.ENSP00000225964
628,LRRC59,55379,,9606.ENSP00000225972
629,HDAC5,10014,Q9UQL6,9606.ENSP00000225983
630,DUSP3,1845,,9606.ENSP00000226004
631,CACNG1,786,Q06432,9606.ENSP00000226021
632,HLF,3131,,9606.ENSP00000226067
633,EFNB3,1949,,9606.ENSP00000226091
634,RANGRF,29098,,9606.ENSP00000226105
635,RCVRN,5957,,9606.ENSP00000226193
636,MYH1,4619,,9606.ENSP00000226207
637,VTN,7448,P04004,9606.ENSP00000226218
638,TNFAIP1,7126,,9606.ENSP00000226225
639,TMEM97,27346,,9606.ENSP00000226230
640,FOXN1,8456,,9606.ENSP00000226247
641,CD38,952,,9606.ENSP00000226279
642,IBSP,3381,,9606.ENSP00000226284
643,LAP3,51056,P28838,9606.ENSP00000226299
644,CXCL6,6372,,9606.ENSP00000226317
645,JADE1,79960,,9606.ENSP00000226319
646,AFM,173,,9606.ENSP00000226355
647,PHOX2B,8929,,9606.ENSP00000226382
648,GNRHR,2798,P30968,9606.ENSP00000226413
649,CWH43,80157,,9606.ENSP00000226432
650,SULT1E1,6783,P49888,9606.ENSP00000226444
651,SMR3A,26952,,9606.ENSP00000226460
652,NFKB1,4790,P19838,9606.ENSP00000226574
653,IL2,3558,P60568,9606.ENSP00000226730
654,WFS1,7466,,9606.ENSP00000226760
655,GAR1,54433,,9606.ENSP00000226796
656,FRG1,2483,,9606.ENSP00000226798
657,CLNK,116449,,9606.ENSP00000226951
658,CD82,3732,,9606.ENSP00000227155
659,SPI1,6688,,9606.ENSP00000227163
660,CTSC,1075,,9606.ENSP00000227266
661,ZPR1,8882,,9606.ENSP00000227322
662,DTX4,23220,,9606.ENSP00000227451
663,UNC93B1,81622,,9606.ENSP00000227471
664,CCND1,595,P24385,9606.ENSP00000227507
665,PRPF19,27339,,9606.ENSP00000227524
666,TMEM109,79073,,9606.ENSP00000227525
667,PANX1,24145,Q96RD7,9606.ENSP00000227638
668,APOC3,345,,9606.ENSP00000227667
669,IL10RA,3587,,9606.ENSP00000227752
670,GALNT18,374378,,9606.ENSP00000227756
671,PDHX,8050,,9606.ENSP00000227868
672,SCGB2A2,4250,,9606.ENSP00000227918
673,DGAT2,84649,Q96PD7,9606.ENSP00000228027
674,YBX3,8531,,9606.ENSP00000228251
675,SLC25A3,5250,,9606.ENSP00000228318
676,POLR3B,55703,,9606.ENSP00000228347
677,CD69,969,,9606.ENSP00000228434
678,PRDM4,11108,,9606.ENSP00000228437
679,SELPLG,6404,,9606.ENSP00000228463
680,ASIC1,41,P78348,9606.ENSP00000228468
681,DAO,1610,P14920,9606.ENSP00000228476
682,KCTD10,83892,,9606.ENSP00000228495
683,MLEC,9761,,9606.ENSP00000228506
684,MVK,4598,,9606.ENSP00000228510
685,IL23A,51561,,9606.ENSP00000228534
686,CYP27B1,1594,O15528,9606.ENSP00000228606
687,VDR,7421,P11473,9606.ENSP00000228606
688,MYF6,4618,,9606.ENSP00000228641
689,GLI1,2735,,9606.ENSP00000228682
690,PPM1H,57460,,9606.ENSP00000228705
691,LTA4H,4048,P09960,9606.ENSP00000228740
692,ELK3,2004,,9606.ENSP00000228741
693,PRR4,11272,,9606.ENSP00000228811
694,FGF6,2251,,9606.ENSP00000228837
695,MYL2,4633,,9606.ENSP00000228841
696,RAD51AP1,10635,,9606.ENSP00000228843
697,AKAP3,10566,,9606.ENSP00000228850
698,CDKN1B,1027,,9606.ENSP00000228872
699,GPRC5D,55507,,9606.ENSP00000228887
700,LTBR,4055,,9606.ENSP00000228918
701,OGFOD2,,Q6N063,9606.ENSP00000228922
702,OAS3,4940,,9606.ENSP00000228928
703,MGP,4256,,9606.ENSP00000228938
704,ARHGDIB,397,,9606.ENSP00000228945
705,RERGL,79785,,9606.ENSP00000229002
706,FZD10,11211,,9606.ENSP00000229030
707,IL26,55801,,9606.ENSP00000229134
708,IFNG,3458,P01579,9606.ENSP00000229135
709,NUP107,57122,,9606.ENSP00000229179
710,KRR1,11103,,9606.ENSP00000229214
711,ACRBP,84519,,9606.ENSP00000229243
712,GNB3,2784,,9606.ENSP00000229264
713,CHPT1,56994,,9606.ENSP00000229266
714,USP5,8078,,9606.ENSP00000229268
715,TPI1,7167,P60174,9606.ENSP00000229270
716,C12orf57,113246,,9606.ENSP00000229281
717,APOBEC1,339,,9606.ENSP00000229304
718,NANOG,79923,,9606.ENSP00000229307
719,GOLT1B,51026,,9606.ENSP00000229314
720,CMAS,55907,,9606.ENSP00000229329
721,CLEC4A,50856,,9606.ENSP00000229332
722,AICDA,57379,,9606.ENSP00000229335
723,RAB35,11021,,9606.ENSP00000229340
724,COX6A1,,,9606.ENSP00000229379
725,SRSF9,8683,,9606.ENSP00000229390
726,FGFR1OP2,26127,,9606.ENSP00000229395
727,KLRB1,3820,,9606.ENSP00000229402
728,IYD,389434,,9606.ENSP00000229447
729,RSPH4A,345895,,9606.ENSP00000229554
730,ADTRP,84830,,9606.ENSP00000229583
731,ASF1A,25842,,9606.ENSP00000229595
732,HINT3,135114,,9606.ENSP00000229633
733,ULBP1,80329,,9606.ENSP00000229708
734,SLC44A4,80736,,9606.ENSP00000229729
735,FBXO5,26271,,9606.ENSP00000229758
736,FANCE,2178,,9606.ENSP00000229769
737,TULP1,7287,,9606.ENSP00000229771
738,MAPK14,1432,Q16539,9606.ENSP00000229795
739,STK38,11329,Q15208,9606.ENSP00000229812
740,HLA-DOA,3111,,9606.ENSP00000229829
741,CAP2,10486,,9606.ENSP00000229922
742,GPLD1,2822,,9606.ENSP00000230036
743,ACOT13,55856,,9606.ENSP00000230048
744,RPS12,6206,,9606.ENSP00000230050
745,GMNN,51053,,9606.ENSP00000230056
746,SNX3,8724,,9606.ENSP00000230085
747,ZBTB24,9841,,9606.ENSP00000230122
748,FIG4,9896,,9606.ENSP00000230124
749,MDFI,4188,,9606.ENSP00000230321
750,BYSL,705,,9606.ENSP00000230340
751,TBP,6908,,9606.ENSP00000230354
752,GUCA1B,2979,,9606.ENSP00000230361
753,PRPH2,5961,,9606.ENSP00000230381
754,EXOC2,55770,,9606.ENSP00000230449
755,TMEM30A,55754,,9606.ENSP00000230461
756,LAMA4,3910,,9606.ENSP00000230538
757,PRSS16,10279,,9606.ENSP00000230582
758,MEP1A,4224,,9606.ENSP00000230588
759,ISL1,3670,,9606.ENSP00000230658
760,HBEGF,1839,,9606.ENSP00000230990
761,LOX,4015,,9606.ENSP00000231004
762,GZMK,3003,,9606.ENSP00000231009
763,CDH9,1007,,9606.ENSP00000231021
764,SPARC,6678,P09486,9606.ENSP00000231061
765,HAND1,9421,,9606.ENSP00000231121
766,IL12B,3593,P29460,9606.ENSP00000231228
767,LNPEP,4012,,9606.ENSP00000231368
768,AGXT2,64902,Q9BYV1,9606.ENSP00000231420
769,BCGF1,,,9606.ENSP00000231449
770,IL4,3565,,9606.ENSP00000231449
771,IL5,3567,P05113,9606.ENSP00000231454
772,ST8SIA4,7903,,9606.ENSP00000231461
773,PCDH12,51294,,9606.ENSP00000231484
774,SKP1,6500,,9606.ENSP00000231487
775,NUP155,9631,,9606.ENSP00000231498
776,NR3C1,2908,P04150,9606.ENSP00000231509
777,TRIM23,373,,9606.ENSP00000231524
778,RARS1,5917,,9606.ENSP00000231572
779,CDX1,1044,,9606.ENSP00000231656
780,BNIP1,662,,9606.ENSP00000231668
781,SLC7A14,57709,,9606.ENSP00000231706
782,ZMYND10,51364,,9606.ENSP00000231749
783,LTF,4057,P02788,9606.ENSP00000231751
784,MLH1,4292,,9606.ENSP00000231790
785,EHHADH,1962,,9606.ENSP00000231887
786,CRBN,51185,Q96SW2,9606.ENSP00000231948
787,HRG,3273,,9606.ENSP00000232003
788,RBP2,5948,,9606.ENSP00000232217
789,RBP1,5947,P09455,9606.ENSP00000232219
790,PFKFB4,5210,,9606.ENSP00000232375
791,HES1,3280,,9606.ENSP00000232424
792,TUSC2,11334,,9606.ENSP00000232496
793,NPRL2,10641,,9606.ENSP00000232501
794,GNB4,59345,,9606.ENSP00000232564
795,MORC1,27136,,9606.ENSP00000232603
796,UMPS,7372,P11172,9606.ENSP00000232607
797,RRP9,9136,,9606.ENSP00000232888
798,AADAC,13,,9606.ENSP00000232892
799,TNNC1,7134,P63316,9606.ENSP00000232975
800,NKTR,4820,,9606.ENSP00000232978
801,SPCS1,28972,,9606.ENSP00000233025
802,NEK4,6787,P51957,9606.ENSP00000233027
803,EIF2AK2,5610,P19525,9606.ENSP00000233057
804,DAZAP1,26528,,9606.ENSP00000233078
805,TMSB10,9168,,9606.ENSP00000233143
806,MSH2,4436,,9606.ENSP00000233146
807,NCK2,8440,,9606.ENSP00000233154
808,TFPI,7035,,9606.ENSP00000233156
809,SLC11A1,6556,,9606.ENSP00000233202
810,APOB,338,,9606.ENSP00000233242
811,TTL,150465,,9606.ENSP00000233336
812,SF3B6,51639,,9606.ENSP00000233468
813,SLC30A3,7781,,9606.ENSP00000233535
814,SNX17,9784,,9606.ENSP00000233575
815,REEP6,92840,,9606.ENSP00000233596
816,NDUFS7,374291,O75251,9606.ENSP00000233627
817,PCGF1,84759,,9606.ENSP00000233630
818,TLX2,3196,,9606.ENSP00000233638
819,DOK1,1796,,9606.ENSP00000233668
820,ACADL,33,,9606.ENSP00000233710
821,REG1A,5967,,9606.ENSP00000233735
822,IGFBP2,3485,,9606.ENSP00000233809
823,IGFBP5,3488,,9606.ENSP00000233813
824,KCNJ13,3769,,9606.ENSP00000233826
825,GGCX,2677,P38435,9606.ENSP00000233838
826,NEU2,4759,Q9Y3R4,9606.ENSP00000233840
827,HSPE1,3336,,9606.ENSP00000233893
828,WNT6,7475,,9606.ENSP00000233948
829,IL1RL1,9173,,9606.ENSP00000233954
830,SLC9A2,6549,,9606.ENSP00000233969
831,AZU1,566,,9606.ENSP00000233997
832,PPP1R7,5510,,9606.ENSP00000234038
833,PROC,5624,,9606.ENSP00000234071
834,ID2,3398,,9606.ENSP00000234091
835,ODC1,4953,P11926,9606.ENSP00000234111
836,GORASP2,26003,,9606.ENSP00000234160
837,CEBPZ,10153,,9606.ENSP00000234170
838,RMDN2,151393,,9606.ENSP00000234195
839,DLX2,1746,,9606.ENSP00000234198
840,SLC1A4,6509,,9606.ENSP00000234256
841,ORC2,4999,,9606.ENSP00000234296
842,PPP3R1,5534,P63098,9606.ENSP00000234310
843,PLEK,5341,,9606.ENSP00000234313
844,PRTN3,5657,,9606.ENSP00000234347
845,KISS1R,84634,,9606.ENSP00000234371
846,GRIN3B,116444,O60391,9606.ENSP00000234389
847,ATP6V1B1,,P15313,9606.ENSP00000234396
848,MSH6,2956,,9606.ENSP00000234420
849,SPR,6697,,9606.ENSP00000234454
850,CLCN6,1185,,9606.ENSP00000234488
851,CLCA1,1179,,9606.ENSP00000234701
852,BCL9,607,,9606.ENSP00000234739
853,TPSG1,25823,,9606.ENSP00000234798
854,ANGPTL1,9068,,9606.ENSP00000234816
855,TMEM59,9528,,9606.ENSP00000234831
856,OPRD1,4985,P41143,9606.ENSP00000234961
857,WDR77,79084,,9606.ENSP00000235090
858,C1orf21,81563,,9606.ENSP00000235307
859,MAD2L2,10459,,9606.ENSP00000235310
860,MIIP,60672,,9606.ENSP00000235332
861,SLC35D1,23169,,9606.ENSP00000235345
862,PRDM2,7799,,9606.ENSP00000235372
863,RGS2,5997,,9606.ENSP00000235382
864,WARS2,10352,,9606.ENSP00000235521
865,NT5C1A,84618,,9606.ENSP00000235628
866,AKR7A2,8574,,9606.ENSP00000235835
867,P3H1,64175,Q32P28,9606.ENSP00000236040
868,SLC19A2,10560,,9606.ENSP00000236137
869,SYF2,25949,,9606.ENSP00000236273
870,CTSD,1509,,9606.ENSP00000236671
871,A4GNT,51146,,9606.ENSP00000236709
872,MMP8,4317,,9606.ENSP00000236826
873,APOA1,335,P02647,9606.ENSP00000236850
874,SLC8A2,6543,,9606.ENSP00000236877
875,ATIC,471,P31939,9606.ENSP00000236959
876,TNP1,7141,,9606.ENSP00000236979
877,TTR,7276,P02766,9606.ENSP00000237014
878,DOP1A,23033,,9606.ENSP00000237163
879,FILIP1,27145,,9606.ENSP00000237172
880,TBPL1,9519,,9606.ENSP00000237264
881,ADAT2,134637,,9606.ENSP00000237283
882,MED28,80306,,9606.ENSP00000237380
883,RPN2,6185,,9606.ENSP00000237530
884,SOGA1,140710,,9606.ENSP00000237536
885,PKD2,5311,,9606.ENSP00000237596
886,CCNI,10983,,9606.ENSP00000237654
887,RARRES1,5918,P49788,9606.ENSP00000237696
888,LDAH,60526,,9606.ENSP00000237822
889,FGF23,8074,,9606.ENSP00000237837
890,ELL2,22936,,9606.ENSP00000237853
891,ECRG4,84417,,9606.ENSP00000238044
892,CPSF3,51692,,9606.ENSP00000238112
893,CCDC92,80212,,9606.ENSP00000238156
894,VPS4B,9525,,9606.ENSP00000238497
895,SERPINB10,5273,,9606.ENSP00000238508
896,GSC,145258,,9606.ENSP00000238558
897,ADCK1,57143,,9606.ENSP00000238561
898,NEK9,91754,Q8TD19,9606.ENSP00000238616
899,IFT43,112752,,9606.ENSP00000238628
900,IRF2BPL,64207,,9606.ENSP00000238647
901,TGFB3,7043,,9606.ENSP00000238682
902,PAPOLG,64895,,9606.ENSP00000238714
903,TP53I3,9540,,9606.ENSP00000238721
904,RHOQ,23433,,9606.ENSP00000238738
905,ATAD2B,54454,,9606.ENSP00000238789
906,FAM98A,25940,,9606.ENSP00000238823
907,AFTPH,54812,,9606.ENSP00000238855
908,LGALSL,29094,,9606.ENSP00000238875
909,MFSD13A,79847,,9606.ENSP00000238936
910,PPP1R3C,5507,,9606.ENSP00000238994
911,HOXB8,3218,,9606.ENSP00000239144
912,HOXB5,3215,,9606.ENSP00000239151
913,HOXB7,3217,,9606.ENSP00000239165
914,DUSP1,1843,,9606.ENSP00000239223
915,MSX2,4488,,9606.ENSP00000239243
916,INSL4,3641,,9606.ENSP00000239316
917,CCDC170,80129,,9606.ENSP00000239374
918,ARAP3,64411,,9606.ENSP00000239440
919,PCDHB8,56128,,9606.ENSP00000239444
920,PRRX1,5396,,9606.ENSP00000239461
921,TNN,63923,,9606.ENSP00000239462
922,NUDCD1,84955,,9606.ENSP00000239690
923,CCDC77,,,9606.ENSP00000239830
924,ELF1,1997,,9606.ENSP00000239882
925,MYOT,9499,,9606.ENSP00000239926
926,EGR1,1958,,9606.ENSP00000239938
927,PFN2,5217,,9606.ENSP00000239940
928,NFYB,4801,,9606.ENSP00000240055
929,FZD3,7976,,9606.ENSP00000240093
930,DUSP4,1846,,9606.ENSP00000240100
931,SORBS3,10174,,9606.ENSP00000240123
932,TARDBP,23435,,9606.ENSP00000240185
933,RDH10,157506,,9606.ENSP00000240285
934,DLX4,1748,,9606.ENSP00000240306
935,COIL,8161,,9606.ENSP00000240316
936,TBX2,6909,,9606.ENSP00000240328
937,TEX14,56155,,9606.ENSP00000240361
938,NCAPH,23397,,9606.ENSP00000240423
939,TSHZ3,57616,,9606.ENSP00000240587
940,PLBD1,79887,,9606.ENSP00000240617
941,KLRC4-KLRK1,100528032,,9606.ENSP00000240618
942,KLRK1,22914,,9606.ENSP00000240618
943,PYROXD1,79912,,9606.ENSP00000240651
944,IAPP,3375,,9606.ENSP00000240652
945,TFG,10342,,9606.ENSP00000240851
946,KALRN,8997,,9606.ENSP00000240874
947,NAA50,80218,,9606.ENSP00000240922
948,MAPK8IP1,9479,,9606.ENSP00000241014
949,PEX16,9409,,9606.ENSP00000241041
950,CAT;cat,847,P04040;P26841;P62580,9606.ENSP00000241052
951,GJA3,2700,,9606.ENSP00000241125
952,GHSR,2693,,9606.ENSP00000241256
953,TNFSF10,8743,,9606.ENSP00000241261
954,CPXM2,119587,,9606.ENSP00000241305
955,GSTM2,2946,P28161,9606.ENSP00000241337
956,ADORA3,140,P0DMS8,9606.ENSP00000241356
957,ACVR2A,92,,9606.ENSP00000241416
958,POLK,51426,,9606.ENSP00000241436
959,FLT3,2322,P36888,9606.ENSP00000241453
960,RASL11A,387496,,9606.ENSP00000241463
961,MYOG,4656,,9606.ENSP00000241651
962,AHR,196,P35869,9606.ENSP00000242057
963,BBS9,27241,,9606.ENSP00000242067
964,OCM,654231,,9606.ENSP00000242104
965,EEPD1,80820,,9606.ENSP00000242108
966,HOXA7,3204,,9606.ENSP00000242159
967,INHBA,3624,,9606.ENSP00000242208
968,RAMP3,10268,,9606.ENSP00000242249
969,MRM2,29960,,9606.ENSP00000242257
970,ACS3,,Q8I0X2,9606.ENSP00000242261
971,TWIST1,7291,,9606.ENSP00000242261
972,CLTA,1211,,9606.ENSP00000242285
973,PHF24,23349,,9606.ENSP00000242315
974,ZC3HAV1,56829,,9606.ENSP00000242351
975,AKR1D1,6718,P51857,9606.ENSP00000242375
976,NEUROG3,50674,,9606.ENSP00000242462
977,SRGN,5552,,9606.ENSP00000242465
978,EGR2,1959,,9606.ENSP00000242480
979,UNG,7374,,9606.ENSP00000242576
980,ACADS,35,,9606.ENSP00000242592
981,RNF11,26994,,9606.ENSP00000242719
982,BHLHE41,79365,,9606.ENSP00000242728
983,SSPN,8082,,9606.ENSP00000242729
984,DDX39A,10212,,9606.ENSP00000242776
985,ADGRE5,976,,9606.ENSP00000242786
986,CCDC70,,,9606.ENSP00000242819
987,EBPL,84650,,9606.ENSP00000242827
988,ATP7B,540,,9606.ENSP00000242839
989,NEUROD4,58158,,9606.ENSP00000242994
990,PDE1B,5153,Q01064,9606.ENSP00000243052
991,HOXC13,3229,,9606.ENSP00000243056
992,LRP1,4035,,9606.ENSP00000243077
993,HOXC12,3228,,9606.ENSP00000243103
994,HOXC6,3223,,9606.ENSP00000243108
995,FAAH,2166,O00519,9606.ENSP00000243167
996,SEC61A1,29927,,9606.ENSP00000243253
997,MAGEA9,4108,,9606.ENSP00000243314
998,RIF1,55183,,9606.ENSP00000243326
999,TTC21B,79809,,9606.ENSP00000243344
1000,NMI,9111,,9606.ENSP00000243346
1001,TNFAIP6,7130,P98066,9606.ENSP00000243347
1002,ACVR1C,130399,,9606.ENSP00000243349
1003,SLC36A1,206358,,9606.ENSP00000243389
1004,BATF3,55509,,9606.ENSP00000243440
1005,KCNJ2;Kcnj2,3759,P63252;Q64273,9606.ENSP00000243457
1006,PLA2G12A,81579,,9606.ENSP00000243501
1007,SNRPA,6626,,9606.ENSP00000243563
1008,B9D2,80776,,9606.ENSP00000243578
1009,C4BPB,725,P20851,9606.ENSP00000243611
1010,ZNF350,59348,,9606.ENSP00000243644
1011,RAB38,23682,,9606.ENSP00000243662
1012,GPR83,10888,,9606.ENSP00000243673
1013,HAUS3,79441,,9606.ENSP00000243706
1014,CHPF,79586,,9606.ENSP00000243776
1015,INHA;inhA,3623,P9WGR1,9606.ENSP00000243786
1016,MC3R,4159,P41968,9606.ENSP00000243911
1017,SYS1,90196,,9606.ENSP00000243918
1018,PI3,5266,,9606.ENSP00000243924
1019,ATP5F1E,514,P56381,9606.ENSP00000243997
1020,atpE,,P9WPS1,9606.ENSP00000243997
1021,PLCG1,5335,,9606.ENSP00000244007
1022,SRSF6,6431,,9606.ENSP00000244020
1023,RAB22A,57403,,9606.ENSP00000244040
1024,PTGIS,5740,Q16647,9606.ENSP00000244043
1025,SNAI1,6615,,9606.ENSP00000244050
1026,RNF114,55905,,9606.ENSP00000244061
1027,MAGEA10,4109,,9606.ENSP00000244096
1028,PEPD,5184,,9606.ENSP00000244137
1029,IL9R,3581,,9606.ENSP00000244174
1030,MCEE,84693,,9606.ENSP00000244217
1031,SNRNP27,11017,,9606.ENSP00000244227
1032,MPHOSPH10,10199,,9606.ENSP00000244230
1033,IL17C,27189,,9606.ENSP00000244241
1034,LIPE,3991,,9606.ENSP00000244289
1035,LYPD3,27076,,9606.ENSP00000244333
1036,CEACAM8,1088,,9606.ENSP00000244336
1037,RNF39,80352,,9606.ENSP00000244360
1038,FBXO9,26268,,9606.ENSP00000244426
1039,BTN1A1,696,,9606.ENSP00000244513
1040,BTN3A3,10384,,9606.ENSP00000244519
1041,SLC17A1,6568,,9606.ENSP00000244527
1042,H1-3,,,9606.ENSP00000244534
1043,H4-16,121504,,9606.ENSP00000244537
1044,H4C1,8359,,9606.ENSP00000244537
1045,H4C11,8363,,9606.ENSP00000244537
1046,H4C12,8362,,9606.ENSP00000244537
1047,H4C13,8368,,9606.ENSP00000244537
1048,H4C14,8370,,9606.ENSP00000244537
1049,H4C15,554313,,9606.ENSP00000244537
1050,H4C2,8366,,9606.ENSP00000244537
1051,H4C3,8364,,9606.ENSP00000244537
1052,H4C4,8360,,9606.ENSP00000244537
1053,H4C5,8367,,9606.ENSP00000244537
1054,H4C6,8361,,9606.ENSP00000244537
1055,H4C8,8365,,9606.ENSP00000244537
1056,H4C9,8294,,9606.ENSP00000244537
1057,AARS2,57505,,9606.ENSP00000244571
1058,H1-1,,,9606.ENSP00000244573
1059,ZNF391,346157,,9606.ENSP00000244576
1060,APOBEC2,10930,,9606.ENSP00000244669
1061,TREM1,54210,,9606.ENSP00000244709
1062,COL21A1,81578,,9606.ENSP00000244728
1063,SOX4,6659,,9606.ENSP00000244745
1064,CPNE5,57699,,9606.ENSP00000244751
1065,SSR1,6745,,9606.ENSP00000244763
1066,ATXN1,6310,,9606.ENSP00000244769
1067,EREG,2069,,9606.ENSP00000244869
1068,SCGB1D2,10647,,9606.ENSP00000244926
1069,SCGB2A1,4246,,9606.ENSP00000244930
1070,EMC3,55831,,9606.ENSP00000245046
1071,BBS2,583,,9606.ENSP00000245157
1072,MT2,17750,,9606.ENSP00000245185
1073,MT2A,4502,P02795,9606.ENSP00000245185
1074,GOT2,2806,P00505,9606.ENSP00000245206
1075,PIWIL1,9271,,9606.ENSP00000245255
1076,RAP2A,5911,,9606.ENSP00000245304
1077,SLC10A2,6555,Q12908,9606.ENSP00000245312
1078,IRF1,3659,,9606.ENSP00000245414
1079,BMP4,652,,9606.ENSP00000245451
1080,PTGER2,5732,P43116,9606.ENSP00000245457
1081,SOX9,6662,,9606.ENSP00000245479
1082,MRPS7,51081,,9606.ENSP00000245539
1083,NUP85,79902,,9606.ENSP00000245544
1084,NT5C,30833,Q8TCD5,9606.ENSP00000245552
1085,MSTO1,55154,,9606.ENSP00000245564
1086,MBOAT7,79143,,9606.ENSP00000245615
1087,LILRB3,11025,,9606.ENSP00000245620
1088,LOC102725035,102725035,,9606.ENSP00000245620
1089,LOC107987462,107987462,,9606.ENSP00000245620
1090,INSIG2,51141,,9606.ENSP00000245787
1091,PSD4,23550,,9606.ENSP00000245796
1092,PSPN,5623,,9606.ENSP00000245810
1093,TNFSF9,8744,,9606.ENSP00000245817
1094,THOC2,57187,,9606.ENSP00000245838
1095,C3,718,P01024,9606.ENSP00000245907
1096,FOSB,2354,,9606.ENSP00000245919
1097,RTN2,6253,,9606.ENSP00000245923
1098,VASP,7408,,9606.ENSP00000245932
1099,SYMPK,8189,,9606.ENSP00000245934
1100,CDC25B,994,,9606.ENSP00000245960
1101,CD93,22918,,9606.ENSP00000246006
1102,CST8,10047,,9606.ENSP00000246012
1103,MKKS,8195,,9606.ENSP00000246062
1104,DSTN,11034,,9606.ENSP00000246069
1105,LAMP5,24141,,9606.ENSP00000246070
1106,TCF15,6939,,9606.ENSP00000246080
1107,OTOR,56914,,9606.ENSP00000246081
1108,S1PR4,8698,O95977,9606.ENSP00000246115
1109,FNTB,2342,,9606.ENSP00000246166
1110,MMP24,10893,,9606.ENSP00000246186
1111,NECAB3,63941,,9606.ENSP00000246190
1112,RALY,22913,,9606.ENSP00000246194
1113,PLAGL2,5326,,9606.ENSP00000246229
1114,UROD,7389,,9606.ENSP00000246337
1115,SLURP1,57152,,9606.ENSP00000246515
1116,UBA2,10054,,9606.ENSP00000246548
1117,HCST,10870,,9606.ENSP00000246551
1118,FFAR1,2864,,9606.ENSP00000246553
1119,KRT13,3860,,9606.ENSP00000246635
1120,CCR7,1236,,9606.ENSP00000246657
1121,KRT9,3857,P35527,9606.ENSP00000246662
1122,NR1D1,9572,,9606.ENSP00000246672
1123,ARL2,402,,9606.ENSP00000246747
1124,RRAS,6237,,9606.ENSP00000246792
1125,NOP53,29997,,9606.ENSP00000246802
1126,FLRT1,23769,,9606.ENSP00000246841
1127,SBDS,51119,,9606.ENSP00000246868
1128,CSN1S1,1446,,9606.ENSP00000246891
1129,STATH,6779,,9606.ENSP00000246895
1130,MLX,6945,,9606.ENSP00000246912
1131,WNK4,65266,,9606.ENSP00000246914
1132,TRAP1,10131,,9606.ENSP00000246957
1133,SUGP1,57794,,9606.ENSP00000247001
1134,GDF1,2657,,9606.ENSP00000247005
1135,SDF2,6388,,9606.ENSP00000247020
1136,NSRP1,,,9606.ENSP00000247026
1137,CFP,5199,,9606.ENSP00000247153
1138,ATG14,22863,,9606.ENSP00000247178
1139,DLGAP5,9787,,9606.ENSP00000247191
1140,TBPL2,387332,,9606.ENSP00000247219
1141,SGPP1,81537,,9606.ENSP00000247225
1142,EVI2A,2123,,9606.ENSP00000247270
1143,OMG,4974,,9606.ENSP00000247271
1144,CTAG2,30848,,9606.ENSP00000247306
1145,CANX,821,P27824,9606.ENSP00000247461
1146,PYCARD,29108,,9606.ENSP00000247470
1147,PHPT1,29085,,9606.ENSP00000247665
1148,TRAF2,7186,,9606.ENSP00000247668
1149,HELB,92797,,9606.ENSP00000247815
1150,YEATS4,8089,,9606.ENSP00000247843
